,ASV_195,ASV_222,ASV_143,ASV_94,ASV_125,ASV_45,ASV_44,ASV_141,ASV_181,ASV_112,ASV_59,ASV_134,ASV_155,ASV_20,ASV_178,ASV_99,ASV_144,ASV_135,ASV_128,ASV_89,ASV_180,ASV_137,ASV_171,ASV_1,ASV_19,ASV_82,ASV_113,ASV_43,ASV_119,ASV_163,ASV_177,ASV_120,ASV_72,ASV_161,ASV_157,ASV_101,ASV_192,ASV_114,ASV_218,ASV_102,ASV_27,ASV_76
ASV_137,0.6715500000000001,1.28294,1.03824,0.9908899999999999,1.08832,1.3866100000000003,1.3947200000000002,1.04081,1.10046,0.8421,0.60576,1.08165,0.8442400000000001,1.87711,0.8551799999999999,1.06237,1.0334699999999999,0.8116200000000001,1.08832,1.01348,1.0437599999999998,0.0,0.60666,0.47351,1.80676,1.01091,0.7758900000000001,1.28525,1.4128,0.77719,0.8730699999999999,1.38925,0.97805,0.95723,0.8486899999999999,1.00427,0.63237,0.7729100000000001,1.16853,1.0319999999999998,1.59046,0.96249
ASV_171,0.13585,1.1395199999999999,0.8948199999999998,0.84747,0.9449,1.24319,1.2512999999999999,0.89739,0.95704,0.69868,0.7686999999999999,0.93823,0.70082,1.7336900000000002,0.7117600000000001,0.91895,0.8900499999999999,0.6682,0.9449,0.87006,0.90034,0.60666,0.0,0.6364500000000001,1.6633399999999998,0.86749,0.6324700000000001,1.14183,1.26938,0.6337700000000001,0.72965,1.24583,0.83463,0.81381,0.7052700000000001,0.86085,0.09667,0.6294900000000001,1.02511,0.8885799999999999,1.4470399999999999,0.81907
ASV_1,0.70134,1.31273,1.06803,1.02068,1.11811,1.4164,1.42451,1.0706,1.1302500000000002,0.8718899999999999,0.55587,1.11144,0.8740300000000001,1.9069,0.8849699999999999,1.0921600000000002,1.0632599999999999,0.8414100000000001,1.11811,1.0432700000000001,1.0735499999999998,0.47351,0.6364500000000001,0.0,1.8365500000000001,1.0407,0.80568,1.31504,1.4425900000000003,0.8069799999999999,0.9028599999999999,1.4190400000000003,1.0078399999999998,0.98702,0.8784799999999999,1.03406,0.66216,0.8027,1.19832,1.06179,1.6202500000000002,0.9922799999999999
ASV_19,1.72823,2.08752,1.84282,1.92995,1.8928999999999998,1.9663499999999996,1.9744599999999999,1.8453899999999999,1.9050399999999998,1.78116,1.9688,1.88623,1.6724999999999999,0.20763,1.6597600000000001,2.00143,1.8380499999999997,1.6161999999999999,1.8928999999999998,1.9525399999999997,1.84834,1.80676,1.6633399999999998,1.8365500000000001,0.0,1.94997,1.71495,1.8649900000000001,2.17774,1.5817700000000001,1.67765,2.1541900000000003,1.91711,1.7854900000000002,1.6769500000000002,1.94333,1.68905,1.71197,1.9731100000000001,1.97106,0.41906,1.90155
ASV_82,0.93238,1.42615,1.18145,0.22054,1.2315299999999998,1.5298200000000002,1.53793,1.1840199999999999,1.2436699999999998,0.55937,1.17295,1.22486,0.98745,2.02032,0.99839,0.29202,1.1766800000000002,0.95483,1.2315299999999998,0.24312999999999999,1.18697,1.01091,0.86749,1.0407,1.94997,0.0,0.49316,1.42846,1.55601,0.9204,1.01628,1.5324600000000002,0.26067999999999997,1.10044,0.9919,0.23392,0.8932,0.49018,1.31174,0.09157,1.7336699999999998,0.13726
ASV_113,0.6973600000000001,1.19113,0.94643,0.47314000000000006,0.9965100000000001,1.2948000000000002,1.30291,0.949,1.0086499999999998,0.13243,0.9379299999999999,0.98984,0.75243,1.7853,0.76337,0.5446200000000001,0.94166,0.71981,0.9965100000000001,0.49573,0.95195,0.7758900000000001,0.6324700000000001,0.80568,1.71495,0.49316,0.0,1.1934399999999998,1.3209899999999999,0.68538,0.78126,1.29744,0.46030000000000004,0.86542,0.75688,0.48652000000000006,0.65818,0.06984,1.07672,0.5142500000000001,1.4986499999999998,0.44474
ASV_43,1.20672,1.56601,1.3213100000000002,1.40844,1.37139,0.20152000000000003,0.20962999999999998,1.3238800000000002,1.3835300000000001,1.25965,1.4472900000000002,1.3647200000000002,1.1509900000000002,1.93534,1.1382499999999998,1.4799200000000001,1.31654,1.09469,1.37139,1.43103,1.32683,1.28525,1.14183,1.31504,1.8649900000000001,1.42846,1.1934399999999998,0.0,1.65623,1.06026,1.1561400000000002,1.63268,1.3955999999999997,1.2639799999999999,1.15544,1.42182,1.16754,1.19046,1.4515999999999998,1.4495499999999997,1.64869,1.38004
ASV_119,1.33427,1.69356,1.4488600000000005,1.5359899999999997,1.49894,1.7575900000000002,1.7657,1.4514300000000004,1.51108,1.3871999999999998,1.5748400000000002,1.4922700000000002,1.27854,2.24809,1.2657999999999998,1.60747,1.4440900000000003,1.2222400000000002,1.49894,1.5585799999999999,1.4543800000000002,1.4128,1.26938,1.4425900000000003,2.17774,1.55601,1.3209899999999999,1.65623,0.0,1.18781,1.28369,0.12555,1.5231499999999998,1.39153,1.2829899999999999,1.5493700000000001,1.29509,1.3180100000000001,1.5791499999999998,1.5770999999999997,1.96144,1.50759
ASV_163,0.6986600000000001,0.92755,0.49291000000000007,0.90038,0.5429900000000001,1.16162,1.1697300000000002,0.49548000000000003,0.55513,0.75159,0.93923,0.61248,0.6429299999999999,1.65212,0.30985,0.9718600000000001,0.4881400000000001,0.34245000000000003,0.5429900000000001,0.92297,0.49843000000000004,0.77719,0.6337700000000001,0.8069799999999999,1.5817700000000001,0.9204,0.68538,1.06026,1.18781,0.0,0.32774000000000003,1.16426,0.88754,0.75592,0.6473800000000001,0.91376,0.6594800000000001,0.6824000000000001,0.81314,0.9414899999999999,1.36547,0.87198
ASV_177,0.79454,1.02343,0.28651000000000004,0.9962599999999999,0.35479,1.2575,1.26561,0.28908000000000006,0.34873000000000004,0.84747,1.03511,0.70836,0.7388099999999999,1.7480000000000002,0.028390000000000002,1.0677399999999997,0.28174000000000005,0.43833,0.35479,1.01885,0.29203000000000007,0.8730699999999999,0.72965,0.9028599999999999,1.67765,1.01628,0.78126,1.1561400000000002,1.28369,0.32774000000000003,0.0,1.26014,0.9834200000000001,0.8518,0.74326,1.0096399999999999,0.75536,0.7782800000000001,0.9090199999999999,1.03737,1.4613500000000001,0.96786
ASV_120,1.31072,1.67001,1.4253100000000003,1.51244,1.4753900000000002,1.73404,1.7421500000000003,1.4278800000000003,1.4875300000000002,1.36365,1.5512900000000003,1.4687200000000002,1.2549900000000003,2.22454,1.24225,1.5839199999999998,1.4205400000000001,1.1986900000000003,1.4753900000000002,1.5350300000000001,1.43083,1.38925,1.24583,1.4190400000000003,2.1541900000000003,1.5324600000000002,1.29744,1.63268,0.12555,1.16426,1.26014,0.0,1.4996,1.3679800000000002,1.2594400000000001,1.52582,1.27154,1.29446,1.5556,1.55355,1.93789,1.4840399999999998
ASV_72,0.89952,1.39329,1.14859,0.24066000000000004,1.19867,1.4969600000000003,1.5050700000000001,1.15116,1.21081,0.52651,1.14009,1.1920000000000002,0.95459,1.98746,0.9655299999999999,0.31214000000000003,1.1438199999999998,0.9219700000000001,1.19867,0.26325,1.1541099999999997,0.97805,0.83463,1.0078399999999998,1.91711,0.26067999999999997,0.46030000000000004,1.3955999999999997,1.5231499999999998,0.88754,0.9834200000000001,1.4996,0.0,1.0675799999999998,0.95904,0.25404,0.86034,0.45732,1.27888,0.28177,1.70081,0.21226
ASV_161,0.8787,1.26167,1.01697,1.08042,1.0670499999999998,1.36534,1.3734500000000003,1.01954,1.0791899999999999,0.93163,1.11927,1.0603799999999999,0.32507,1.8558400000000002,0.83391,1.1518999999999997,1.0122,0.79035,1.0670499999999998,1.10301,1.02249,0.95723,0.81381,0.98702,1.7854900000000002,1.10044,0.86542,1.2639799999999999,1.39153,0.75592,0.8518,1.3679800000000002,1.0675799999999998,0.0,0.32952,1.0937999999999999,0.8395199999999999,0.86244,1.14726,1.12153,1.5691899999999999,1.0520200000000002
ASV_157,0.7701600000000001,1.15313,0.90843,0.97188,0.9585100000000001,1.2568,1.2649100000000002,0.9109999999999999,0.9706499999999999,0.82309,1.01073,0.95184,0.033049999999999996,1.7473,0.72537,1.0433599999999998,0.90366,0.6818099999999999,0.9585100000000001,0.99447,0.9139499999999999,0.8486899999999999,0.7052700000000001,0.8784799999999999,1.6769500000000002,0.9919,0.75688,1.15544,1.2829899999999999,0.6473800000000001,0.74326,1.2594400000000001,0.95904,0.32952,0.0,0.98526,0.73098,0.7539,1.03872,1.0129899999999998,1.46065,0.94348
ASV_101,0.92574,1.41951,1.17481,0.0888,1.2248899999999998,1.5231800000000002,1.53129,1.1773799999999999,1.2370299999999999,0.55273,1.16631,1.21822,0.9808100000000001,2.01368,0.99175,0.2413,1.1700400000000002,0.94819,1.2248899999999998,0.19241,1.18033,1.00427,0.86085,1.03406,1.94333,0.23392,0.48652000000000006,1.42182,1.5493700000000001,0.91376,1.0096399999999999,1.52582,0.25404,1.0937999999999999,0.98526,0.0,0.88656,0.48354,1.3051,0.25501,1.7270299999999998,0.18550000000000003
ASV_192,0.14188,1.16523,0.92053,0.87318,0.9706100000000001,1.2689000000000001,1.27701,0.9230999999999999,0.9827499999999999,0.72439,0.79441,0.96394,0.7265299999999999,1.7594,0.73747,0.9446599999999999,0.91576,0.6939099999999999,0.9706100000000001,0.8957700000000001,0.9260499999999999,0.63237,0.09667,0.66216,1.68905,0.8932,0.65818,1.16754,1.29509,0.6594800000000001,0.75536,1.27154,0.86034,0.8395199999999999,0.73098,0.88656,0.0,0.6552000000000001,1.05082,0.9142899999999999,1.47275,0.84478
ASV_114,0.6943800000000001,1.18815,0.94345,0.47016,0.9935300000000001,1.2918200000000002,1.29993,0.94602,1.0056699999999998,0.13605,0.93495,0.9868600000000001,0.7494500000000001,1.7823200000000001,0.76039,0.5416400000000001,0.9386800000000001,0.71683,0.9935300000000001,0.49275,0.94897,0.7729100000000001,0.6294900000000001,0.8027,1.71197,0.49018,0.06984,1.19046,1.3180100000000001,0.6824000000000001,0.7782800000000001,1.29446,0.45732,0.86244,0.7539,0.48354,0.6552000000000001,0.0,1.07374,0.51127,1.4956699999999998,0.44176000000000004
ASV_218,1.0899999999999999,0.62021,1.0741900000000002,1.2917199999999998,1.12427,1.5529600000000003,1.5610700000000002,1.0767600000000002,1.1364100000000001,1.1429299999999998,1.3305700000000003,1.1176000000000001,1.03427,2.04346,0.89113,1.3632,1.06942,0.8475699999999999,1.12427,1.3143099999999999,1.07971,1.16853,1.02511,1.19832,1.9731100000000001,1.31174,1.07672,1.4515999999999998,1.5791499999999998,0.81314,0.9090199999999999,1.5556,1.27888,1.14726,1.03872,1.3051,1.05082,1.07374,0.0,1.33283,1.7568099999999998,1.2633199999999998
ASV_102,0.9534699999999999,1.4472399999999999,1.20254,0.24163,1.2526199999999998,1.5509100000000002,1.55902,1.20511,1.2647599999999999,0.5804600000000001,1.19404,1.2459500000000001,1.00854,2.04141,1.0194799999999997,0.31311,1.1977699999999998,0.97592,1.2526199999999998,0.26421999999999995,1.2080599999999997,1.0319999999999998,0.8885799999999999,1.06179,1.97106,0.09157,0.5142500000000001,1.4495499999999997,1.5770999999999997,0.9414899999999999,1.03737,1.55355,0.28177,1.12153,1.0129899999999998,0.25501,0.9142899999999999,0.51127,1.33283,0.0,1.7547599999999999,0.15835
ASV_27,1.51193,1.8712199999999999,1.62652,1.7136500000000001,1.6765999999999999,1.75005,1.75816,1.62909,1.68874,1.5648600000000001,1.7525000000000002,1.6699300000000001,1.4562,0.48941,1.4434600000000002,1.7851299999999999,1.6217499999999998,1.3999,1.6765999999999999,1.7362399999999998,1.6320400000000002,1.59046,1.4470399999999999,1.6202500000000002,0.41906,1.7336699999999998,1.4986499999999998,1.64869,1.96144,1.36547,1.4613500000000001,1.93789,1.70081,1.5691899999999999,1.46065,1.7270299999999998,1.47275,1.4956699999999998,1.7568099999999998,1.7547599999999999,0.0,1.68525
ASV_76,0.88396,1.37773,1.1330300000000002,0.17212000000000002,1.18311,1.4814,1.48951,1.1356000000000002,1.1952500000000001,0.51095,1.12453,1.1764400000000002,0.93903,1.9718999999999998,0.9499699999999999,0.2436,1.12826,0.90641,1.18311,0.19471,1.13855,0.96249,0.81907,0.9922799999999999,1.90155,0.13726,0.44474,1.38004,1.50759,0.87198,0.96786,1.4840399999999998,0.21226,1.0520200000000002,0.94348,0.18550000000000003,0.84478,0.44176000000000004,1.2633199999999998,0.15835,1.68525,0.0
