,ASV_2396,ASV_10,ASV_9,ASV_153,ASV_6,ASV_4,ASV_31,ASV_161,ASV_89,ASV_23,ASV_30,ASV_45,ASV_46,ASV_155,ASV_102,ASV_159,ASV_94,ASV_194,ASV_218,ASV_28,ASV_166,ASV_44,ASV_126,ASV_122,ASV_175,ASV_57,ASV_24,ASV_82,ASV_135,ASV_146,ASV_76,ASV_130,ASV_195,ASV_120,ASV_183,ASV_149,ASV_34,ASV_1,ASV_103,ASV_134,ASV_33,ASV_144,ASV_114,ASV_14,ASV_220,ASV_177,ASV_145,ASV_154,ASV_41,ASV_112,ASV_178,ASV_29,ASV_26,ASV_137,ASV_119,ASV_157,ASV_128,ASV_47,ASV_113,ASV_72,ASV_53,ASV_140,ASV_43,ASV_208,ASV_101,ASV_180,ASV_27,ASV_141,ASV_217,ASV_216,ASV_171,ASV_35,ASV_97,ASV_192,ASV_143,ASV_432,ASV_59,ASV_55,ASV_123,ASV_856,ASV_51,ASV_49,ASV_162,ASV_129,ASV_160,ASV_125,ASV_181,ASV_168,ASV_156,ASV_52,ASV_54,ASV_12,ASV_19,ASV_50,ASV_163,ASV_189,ASV_184,ASV_42,ASV_196,ASV_139,ASV_1155,ASV_131,ASV_69,ASV_174,ASV_179,ASV_74,ASV_121,ASV_18,ASV_222,ASV_124,ASV_56,ASV_11,ASV_20,ASV_521
148-1,0.0,0.06482438016528926,0.003242653810835629,0.0,0.0,0.0,0.0,0.8391299357208448,0.0,0.04040404040404041,0.003185261707988981,0.0,0.0,0.0,0.0014061065197428833,0.0,0.0,0.0,0.0002295684113865932,0.00048783287419651054,0.0,0.0,0.0006026170798898072,0.0,0.0,0.0,0.006628787878787879,0.0006026170798898072,0.00043044077134986227,0.0,0.0,0.0002869605142332415,0.0,0.0,0.0,0.0,0.0008895775941230486,0.00014348025711662075,0.0004591368227731864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017791551882460972,0.0,0.0,0.0,0.018968089990817262,0.0005165289256198347,0.0004017447199265381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002094811753902663,0.0,0.0012052341597796144,0.0,0.0,0.0,0.0,0.010674931129476584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003156565656565657,0.0,0.0,0.0,0.0,0.00037304866850321395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007174012855831037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127-1,0.22751174236044835,0.0,0.0,0.0,0.0,9.356462508654728e-05,0.0,0.0,0.0,0.0,0.0,0.008813787683152753,0.3940006362394506,0.12236381668818654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005426748255019742,0.0,0.0003929714253634986,0.00014970340013847566,0.0,0.0,0.0,0.0,0.0,0.0020209959018694214,0.0,0.0,0.013473306012462808,0.0,0.0,0.0,0.0,0.0,0.0,0.055165702951028274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01270607608675312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013024195812047381,5.613877505192837e-05,0.0,0.0,0.0003742585003461891,0.0,0.008196261157581541,0.0,0.0,0.0,0.13072849417092386,0.0,0.0,0.0,0.0,0.0,0.00482793465446584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015531727764366847,0.0,0.00022455510020771347,0.0,0.0,0.0,0.0,0.0002994068002769513,0.0,0.000411684350380808,0.00022455510020771347,0.0002806938752596418,0.002451393177267539,0.00011227755010385674,0.0
153-1,0.2677736864466789,0.0,0.0003009488740971534,0.5862307038663079,0.00040716612377850165,0.0,0.0002124344993626965,0.0028501628664495114,0.0,0.0,0.0,0.0015401501203795495,0.023243874805268374,0.0014339328706982014,0.0,0.0,0.0,5.310862484067412e-05,0.0007966293726101119,0.0,0.0031865174904404476,0.0017171788698484634,0.001610961620167115,0.0,0.004956804985129585,0.0011152811216541567,0.0,0.0,0.0,0.00023013737430958788,0.0,0.0008320351225038947,0.01467568333097295,0.00044257187367228437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223764339328707,0.0,0.0,0.0003009488740971534,0.0,0.0,0.0,0.002655431242033706,0.00017702874946891374,0.0,0.0,0.0,0.016162724826511824,0.0,0.0010621724968134826,0.0,0.0,0.0,0.0,0.00334584336496247,0.011011188216966436,0.0,0.0,0.0003009488740971534,0.0,0.0009028466222914601,0.0015401501203795495,0.0,0.00989590709531228,0.0,0.0,0.0018765047443704858,0.0,0.0010975782467072652,0.0,0.0,0.0,0.0,0.0,0.0005841948732474154,0.0,0.0021243449936269652,0.0,0.0,0.0011683897464948307,0.0036644951140065146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033281404900155787,0.0,0.0023367794929896614,0.0,0.00015932587452202238,0.0,0.0,0.00031865174904404476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151-1,0.012098273572377157,0.0,0.014116865869853917,0.03179282868525896,0.8351792828685259,0.0,0.0,0.0,0.0,9.296148738379814e-05,0.0,0.0,0.0,0.0017131474103585656,0.003837981407702523,0.006958831341301461,0.0018193891102257637,0.0250066401062417,0.0005577689243027889,0.0,0.012815405046480743,0.009123505976095618,0.0012749003984063745,0.0,0.00199203187250996,0.0,0.0,0.0,0.0,0.0006374501992031873,0.0,0.0030677290836653385,0.0,0.0,0.0018326693227091633,0.0,0.0,0.0,0.020438247011952192,0.0,0.0,0.0,0.00015936254980079682,0.0027622841965471447,0.0,0.0,0.0,0.0008366533864541832,0.00029216467463479413,0.0,0.0,0.0,0.0,0.0009694555112881807,0.0,0.00033200531208499334,0.00013280212483399734,0.0,0.0,0.0,0.0,0.000597609561752988,0.0,0.0,0.0031606905710491367,0.0,0.0,0.0,0.0002656042496679947,0.0,0.0004249667994687915,0.0,0.0003054448871181939,0.0003054448871181939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011952191235059761,0.0018857901726427623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028685258964143427,0.0,0.0,0.0,0.0,0.00017264276228419654,0.0,5.312084993359894e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142-1,0.0,0.0,0.0,0.006307955284614337,0.0,0.4893430347769525,0.0,0.0,0.013705053927723237,0.0,0.0,0.3524891463838928,0.005143176970668764,0.00928797252938418,0.0,0.0,0.0,0.049964451570938026,0.00343382697747591,0.0,0.0,0.0,0.00033279380398444945,0.0,0.00028741283071384273,0.0,0.0,0.0,0.04259760691000953,0.0,0.0008168575188709214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005536478739014023,0.0,0.0,0.0005143176970668765,0.00012101592872161798,0.0009378734475925394,0.0,0.0,0.0,0.0,0.0003781747772550562,0.00033279380398444945,0.0,0.0,0.0,0.001104270349584764,0.005506224756833618,0.00042355575052566293,0.009393861467015596,0.00024203185744323596,0.0,0.0,0.0,0.0,0.0,0.0008924924743219326,0.0,0.0,0.0,0.0,0.0,0.0005596986703374832,0.0,0.0,0.0003479207950746517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103-1,0.09462687287379062,0.0,0.0,0.00316066301541728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910874128404951,0.03327140685694984,0.0030641542210533934,0.0,0.0,0.0,7.23815957729148e-05,0.4675609814944387,0.0,0.05662653509301035,0.004849566916785292,0.0012546143267305233,0.0,0.0,0.0027746278379617343,0.0,0.0,0.0,0.0,0.0,0.004077496561874201,0.00557338287451444,0.00036190797886457405,0.021907496320602213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045841677322846044,0.0,0.0,0.0,0.0,0.0012063599295485802,0.0,0.0007720703549110913,0.033247279658358865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00422225975342003,0.001761285497140927,0.003329553405554081,0.0,0.0,0.0008444519506840061,0.0,0.004777185321012377,0.0,0.0,0.0,0.0,0.0,0.0016165223055950974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027287861606388884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02738437040075277,0.0,0.0019060486886867565,0.0,0.0,0.0,0.0,0.0,0.0009168335464569209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131-1,0.2754690618762475,0.0007784431137724551,0.0,0.03624750499001996,0.0,0.0,0.0,0.0,0.0,0.0,0.0006586826347305389,0.0451497005988024,0.07838323353293414,0.003413173652694611,0.0,0.0,0.0,0.21654690618762476,0.0,0.0,0.18500998003992017,0.0,0.0015768463073852295,0.0,0.005289421157684631,0.0,0.0,0.0,0.0,0.0,0.0,0.0005988023952095808,0.0,0.0,0.0,0.0,0.0003592814371257485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019221556886227543,0.012375249500998005,0.0,0.0,0.0,0.0,0.0,0.0,0.10183632734530938,0.0048902195608782435,0.0,0.0,0.0,0.0,0.0,0.0014570858283433133,0.0,0.0,0.0018163672654690618,0.0,0.001377245508982036,0.0002994011976047904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00656686626746507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003592814371257485,0.0003193612774451098,0.0,0.0,0.0,0.0,0.0
116-1,0.001771051360489454,0.0,0.010250630601620781,0.39572264262330276,0.0,0.0,0.0,0.0005903504534964847,0.0,0.0007513551226318897,0.0007513551226318897,0.0,0.032952288949712874,0.0,0.0,0.3674394890785166,0.0,0.0,0.0,0.0,0.002844415821392154,0.0039982826168625555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029517522674824237,0.008935759137014974,0.0,0.0,0.0,0.0,0.0033274298287983683,0.000885525680244727,0.0,0.0,0.0,0.031261739923791124,0.0,0.0,0.0015832125798314817,0.0,0.0,0.0,0.08407127140020394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033623141737777064,0.0,0.0,0.004320291955133365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030054204905275586,0.0,0.0,0.001771051360489454,0.00037567756131594483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004025116728385123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007755058230022004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314871464605807,0.0,0.0,0.0,0.0,0.0
168-1,0.02238086446345416,0.29659261082733296,0.0,0.002830943442673395,0.0,0.008923626069296572,0.08002543746281822,0.000533366155866002,0.008656942991363572,0.0,0.0,0.0,0.0,0.0,0.27355529571050524,0.0025847744476583173,0.00422590108109217,0.0007385069850452335,0.0,0.036843292920589986,0.0,0.0020514082917923154,0.002133464623464008,0.00018462674626130838,0.006523478367899563,0.0,0.0,0.00878002748887111,0.022257779965946623,0.0,0.006297823455802408,0.0008205633167169262,0.0,0.06833241019960203,0.010687837200237964,0.0024616899501507783,0.0,0.0,0.0,0.007015816357929719,0.0,0.0,0.0012718731409112356,0.0,0.0,0.0,0.0,0.001210330892157466,0.00344636593021109,0.0055593164707571745,0.0012923872238291586,0.0002461689950150779,0.0,0.003323281432703551,0.006154224875376946,0.0,0.0007590210679631567,0.002010380125956469,0.0004102816583584631,0.020062773093728843,0.0,0.04584897532155825,0.0,0.004513098241943094,0.0028719716085092418,0.0,0.0021950068722177774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004307957412763862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017539540894824297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015385562188442365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139-1,0.003733758152038632,0.023273759147707473,0.0,0.0,0.0,0.0,0.0009209936775028626,0.0698710608851496,0.0,0.0,0.0,0.1400408224224623,0.03716333947329118,0.0008214267934484991,0.0,0.0,0.0,9.956688405436352e-05,0.1528102753024344,0.0,0.0022900383332503608,0.0,0.0008712102354756808,0.0,0.010379847662667396,0.0002738089311494997,0.0015183949818290436,0.0,0.01015582217354508,0.23609797381390948,0.021431771792701747,0.007044357046846219,0.0031861402897396325,0.0,0.0,0.01018071389455867,0.0,0.0,0.0,0.015383083586399164,0.0,0.0012943694927067258,0.0,0.0,0.19338378055458755,0.0,0.0020909045651416338,0.0,0.0,0.0006471847463533629,0.0,0.0,0.0,0.0,0.0,0.0,0.0013192612137203166,0.011499975108278986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008463185144620899,0.0,0.0,0.0,0.01441230646686912,0.0004480509782446358,0.0,0.0,0.01219694329665953,0.0,0.0,0.0002738089311494997,0.0,0.0,0.0051028028077861306,0.0,0.0,0.0,0.0,0.0,0.0,0.00014935032608154528,0.0,0.00507791108677254,0.0,0.0,0.0,0.0017424204709513616,0.0,0.0,0.0,0.0015681784238562254,0.0001244586050679544,0.0,0.0,0.0,0.0002738089311494997,0.0,0.0,0.0,0.0
120-1,0.5368409129523701,0.0,0.003907798606784844,0.036302882709407035,0.0,0.0,0.0,0.00042476071812878744,0.0,0.0005380302429631307,0.0011893300107606048,0.03729399105170754,0.020218610182930283,0.01982216684601008,0.0,0.020756640425893414,0.0003964433369202016,0.0,0.0022653904966868665,0.0,0.0,0.0,0.010619017953219687,0.03163051480999037,0.12655037662117008,0.0,0.0,0.0,0.0004530780993373733,0.0,0.0,0.006343093390723226,0.0,0.01330916916803534,0.0002548564308772725,0.0005663476241717166,0.0007362519114232315,0.0,0.0,0.0,0.0,0.0005663476241717166,0.0,0.0,0.0,0.08129920144984992,0.0,0.0,0.0,0.0,0.014385229653961601,0.0,0.0001982216684601008,0.0,0.0,0.0,0.006031602197428782,0.0,0.0,0.0,0.0,0.0,0.008863340318287364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001840629778558079,0.0,0.0028883728832757548,0.0,0.001982216684601008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022087557342696947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008070453644446961,0.0,0.0,0.0,0.0,0.0012459647731777766,0.0,0.0,0.0,0.0
123-1,0.009885535900104058,0.0008919280511372082,0.0,0.0015980377582874982,0.0,0.0004459640255686041,0.001263564739111045,0.0015237104206927308,0.0,0.0,0.014345176155790099,0.059350379069421734,0.5026757841534116,0.0007061097071502898,0.0,0.0,0.0,0.0,0.0,0.0,0.10141965214806006,0.060279470789356325,0.0018210197710718003,0.0,0.0005946187007581388,0.0,0.0,0.0,0.001375055745503196,0.0,0.0,0.009885535900104058,0.0,0.0,0.0,0.0,0.004831276943659878,0.0,0.0,0.0,0.0,0.013081611416679054,0.0,0.0,0.0,0.0,0.06748922253604876,0.0,0.012895793072692136,0.002564293147019474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731009365244537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034190575293592982,0.0,0.0,0.0007804370447450572,0.0,0.0,0.003121748178980229,0.0,0.0,0.0,0.0,0.0,0.00018581834398691838,0.0,0.041400327040285415,0.006243496357960458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005574550319607552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022669837966404044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170-1,0.34061401352838716,0.0006411557901710817,0.0,0.0,0.0,0.00021371859672369392,0.0004594949829559419,0.0,0.0004167512636112031,0.0,0.0,0.03529562624891805,0.14302048492749597,0.0,0.0,0.0,0.00021371859672369392,0.0,0.0,0.0002885201055769868,0.0,0.0,0.00423162821512914,0.004349173443327171,0.026159156238980134,0.00012823115803421635,0.0,0.0,0.0,0.0,0.0,0.001645633194772443,0.0,0.014265716331306568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007651125762708242,0.00010685929836184696,0.0,0.0,0.08374563212617946,0.0,0.0,0.0,0.0,0.1841826866564794,0.0,0.0,0.0,0.04101259871127686,0.0,0.012887231382438743,0.0,0.0,0.0,0.0,0.0,0.08447227535504002,0.0,0.0,0.0,0.0020837563180560155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105128177728385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002778341757408021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010685929836184696,0.00016028894754277042,0.009264701167972131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152-1,0.0,0.00048592340632307835,0.0,0.0064081149208855956,0.0,0.0,0.0,0.0005770340450086555,0.0,0.0,0.0,0.4931818872050293,0.0,0.019740638381875057,0.0,0.0,0.0,0.0858869620676041,0.03030947246940201,0.0,0.0007896255352750022,0.0,0.12521638776687824,0.0,0.11127646004798494,0.0,0.0,0.0,0.0,0.0,0.0,0.0013362893673884654,0.0,0.0,0.0563367449205819,0.0,0.0,0.0,0.0,0.0,0.0,0.026088012876970268,0.0,0.0,0.006894038327208674,0.0,0.0,0.0,0.0,0.006286634069304826,0.0,0.0,0.0,0.0,0.0,0.0009111063868557719,0.0071066298174750206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078051447140644456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008199957481701946,0.0,0.0,0.0,0.0,0.0022170255413490447,0.0,0.0,0.0,0.0,0.005861451088772132,0.0,0.0,0.003522944695842318,0.0,0.0,0.00033407234184711635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027333191605673153,0.0,0.0,0.00033407234184711635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145-1,0.0045566840516058195,0.0,0.0,0.001994693018574435,0.0,0.010449263427578003,9.149967975112087e-05,0.0,0.0011345960289138987,0.0,0.0,0.008381370665202672,0.0,0.0005855979504071736,0.0011162960929636746,0.0,0.003348888278891024,0.0008966968615609846,0.0003476987830542593,0.0,0.0,0.0,0.002836490072284747,0.0,0.0,0.0,0.0,0.0006770976301582945,0.00032939884710403514,0.0,0.0006404977582578461,0.02748650379723671,0.0,0.0,0.7029005398481105,0.0,0.0,0.0,0.0,0.0004391984628053802,0.0,0.018116936590721933,0.0003659987190044835,0.0015188946838686065,0.0,0.03125629060298289,0.0,0.0,0.0,0.0,0.027395004117485588,0.0,0.0,0.0004757983347058285,0.014328849849025528,0.011474059840790557,0.0005123982066062769,0.0,0.0,0.00010979961570134505,0.0,0.048988928538750115,0.009589166437917468,0.0,0.0007502973739591911,0.014786348247781132,0.0,0.0,0.0,0.0,0.0,0.0,0.0006038978863573978,0.0,0.003568487510293714,0.0,0.0,0.0,0.00688077591728429,0.0,0.002433891481379815,0.0,0.0,0.0,0.0,0.0,0.012334156830451094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025491810778662274,0.0,0.0,0.0,0.0,0.0,0.0,0.0008051971818098636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144-1,0.05860454748105216,0.000490414623272403,0.0,0.003923316986179224,0.0005572893446277307,0.0,0.00028979045920641996,0.0,0.0,0.0005572893446277307,0.0,0.0,0.00577351761034329,0.002719572001783326,0.0,0.004436023183236736,0.0,0.01357556843513152,0.00040124832813196614,0.0,0.006687472135532769,0.0,0.049777084262148906,0.0,0.02833259028087383,0.0,0.0,0.0,0.0,0.0,0.0,0.0031654034774855106,0.0,0.0,0.16228265715559517,0.0,0.0,0.0,0.0,0.0,0.0,0.01792242532322782,0.0,0.0,0.0,0.0,0.555305394560856,0.0,0.021622826571555953,0.0004235399019170753,0.0,0.0,0.0,0.0,0.0,0.004391440035666518,0.018390548372715115,0.0,0.0,0.0,0.0,0.00577351761034329,0.00028979045920641996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008247882300490415,0.0,0.003945608559964333,0.0,0.0,0.0,0.0,0.0,0.00028979045920641996,0.0,0.0,0.0028087382969237628,0.0016941596076683013,0.004948729380294249,0.0,0.0,0.0,0.0,0.0,0.0030539456085599643,0.0018056174765938475,0.0,0.007289344627730718,0.000780205082478823,0.0,0.0,0.0,0.0,0.0,0.0,0.0009362460989745876,0.0,0.0037672759696834594,0.0,0.0,0.0012483281319661168,0.0,0.0,0.0,0.00040124832813196614,0.0002674988854213107,0.0002452073116362015
136-1,0.0,0.0003442249642535614,0.0,0.009161679817825558,0.0,0.001985913255309008,0.0023301382195625693,0.0003442249642535614,0.0,0.0015887306042472065,0.0,0.12805168670232484,0.30585712016099137,0.004580839908912779,0.0,0.0,0.0,0.0,0.02933855849176508,0.0,0.0,0.20544934597256792,0.0050839379335910605,0.0,0.008790976010167876,0.0,0.0,0.0,0.0,0.0,0.0,0.0012974633268018853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014033787004183657,0.0,0.0,0.005269289837419902,0.0,0.03627601546364455,0.0,0.022904199544563894,0.0,0.0,0.0,0.0,0.0,0.0,0.04265741672403749,0.008473229889318435,0.0,0.0,0.0,0.0,0.004236614944659218,0.0,0.0,0.0,0.00484562834295398,0.0,0.0,0.13242069586400465,0.001482815230630726,0.0,0.0,0.0,0.0,0.0,0.033204469628766616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002621405497007891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140-1,0.3179259683266552,0.0014071742033962985,0.0,0.0006916618965846212,0.0,0.0,0.0009540164090822362,0.0,0.0,0.0003339057431787827,0.0,0.0,0.03768364815874833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04779622209502003,0.03288971570311009,0.057002480442663615,0.0,0.0,0.0,9.540164090822362e-05,0.0,0.0,0.00040545697385995037,0.0,0.008705399732875405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036491127647395537,0.0,0.0,0.0,0.09494848311390956,0.0,0.0,7.155123068116771e-05,0.0,0.050395916809769126,0.0,0.0,0.0,0.06969089868345736,0.0,0.001955733638618584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009587864911276474,0.0,0.01824556382369777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09275424537302042,0.0,0.08354798702537683,0.0034106086624689945,0.0,0.0,0.0033867582522419384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004770082045411181,0.0,0.0,0.035990269032627364,0.0,0.0,0.0,0.0,0.0,0.0,0.0019318832283915283,0.0,0.02406506391909941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155-1,0.014339530927208652,0.0,0.0,0.0,0.0,0.0,0.0008709037145056102,0.00048608579414266616,0.0,0.0,0.0,0.1504435532871552,0.044800907360149064,0.001194960910600721,0.0,0.0,0.0,0.0,0.000526592943654555,0.0,0.03582857374326569,0.4707538380524163,0.1847328553489691,0.0,0.007291286912139993,0.0,0.0,0.0,0.0,0.0,0.0,0.003929193502653219,0.0,0.00012152144853566654,0.0003240571960951108,0.0,0.0,0.0,0.0004050714951188885,0.0,0.0,0.00020253574755944425,0.0,0.0,0.0,0.00806092275286588,0.0,0.0,0.0038481792036294407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004719082918135051,0.0,0.0,0.0,0.0,0.0,0.024182768258597644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005387450885081217,0.0,0.0,0.0,0.0003848179203629441,0.0011139466115769434,0.0,0.0,0.0,0.002815246891076275,0.0,0.002207639648397942,0.008628022846032325,0.010005265929436546,0.0,0.0,0.0,0.01020780167699599,0.0,0.0,0.0,0.0001822821728034998,0.00024304289707133308,0.0,0.0,0.000526592943654555,0.0,0.0,0.0003038036213391664,0.0,0.0,0.0009316644387734435,0.0,0.0
133-1,0.19200096084554408,0.0,0.0,0.4393706461686284,0.0,0.0,0.0,0.0037232764833053087,0.0,0.06980542877732404,0.011458083113139563,0.0,0.0,0.0,0.0,0.1344463127552246,0.0,0.028224837857314437,0.0,0.0,0.0,0.001080951237088638,0.0011289935142925775,0.0,0.002257987028585155,0.0,0.0,0.0,0.00019216910881575787,0.0,0.0013932260389142445,0.003338938265673793,0.0,0.0018736488109536392,0.00535671390823925,0.0,0.028609176074945952,0.0080951237088638,0.0,0.0,0.004083593562334855,0.0,0.0028585154936343984,0.0,0.0,0.019144847465769877,0.0,0.0,0.0013692049003122748,0.0,0.0,0.0,0.0031707902954600047,0.0,0.023252462166706702,0.0,0.0008647609896709104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500840739851069,0.0066298342541436465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002882536632236368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048042277203939464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
