cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	GNPSLibraryURL	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
4608	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	579.3697	5.4032
4609	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Wolf,QC,Pellets,Capuchin,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	722.6674	13.3239
4610	"omnivores,herbivores,carnivores,Fruit,Plants,Meat,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,QC,Elephant,Fruit,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	809.6456	13.7659
4611	herbivores	"Zebra,Sheep,Rhino,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	781.6136	10.0327
4612	"omnivores,herbivores,QC"	"Sheep,Coati,Rhino,QC,Capuchin,Goat,Bear,Gibbon"	Feces	NA	NA	NA	NA	NA	577.3749	4.3081
4613	herbivores	"Zebra,Sheep"	Feces	NA	NA	NA	NA	NA	435.2542	2.0968
4614	"herbivores,QC"	"Sheep,Rhino,QC"	Feces	NA	NA	NA	NA	NA	705.6517	9.2429
4615	herbivores	"Zebra,Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	411.2545	2.042
4616	herbivores	Sheep	Feces	NA	NA	NA	NA	NA	391.1921	3.2877
4617	"herbivores,QC"	"Sheep,QC,Goat"	Feces	NA	NA	NA	NA	NA	298.1168	5.5702
4618	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	649.5894	7.6542
4619	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Goat,Gibbon"	Feces	NA	NA	NA	NA	NA	601.4477	7.1068
4620	herbivores	"Sheep,Rhino,Gorilla"	Feces	NA	NA	NA	NA	NA	691.2188	1.0242
4621	"omnivores,herbivores,QC"	"Sheep,Chimp,QC,Lemur,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	963.6258	8.7002
4622	herbivores	"Zebra,Sheep,Rhino,Gorilla"	Feces	"NCGC00385580-01!2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-8-(2-hydroxy-3-methylbut-3-enyl)-3-(3-methylbut-2-enyl)chromen-4-one"	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000847247	0.000396729	0.809253	0.907511	437.1606	1.0264
4623	"herbivores,QC"	"Sheep,QC,Goat"	Feces	NA	NA	NA	NA	NA	476.2233	3.3202
4624	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,Capuchin,Tiger,Goat,Bear,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	389.3068	3.6409
4625	herbivores	"Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	935.8231	14.7127
4626	"herbivores,carnivores"	"Zebra,Sheep,Rhino,Tiger,Goat"	Feces	NA	NA	NA	NA	NA	445.2963	2.3584
4627	"omnivores,herbivores,carnivores,Pellets,Meat"	"Zebra,Sheep,Chimp,Rhino,Elephant,Pellets,Leopard,Tiger,Mandrill,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	345.2803	4.8478
4628	herbivores	"Zebra,Sheep,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	233.0607	1.287
4629	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,QC,Lemur,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	423.3485	5.0378
4630	herbivores	"Zebra,Sheep,Rhino"	Feces	NA	NA	NA	NA	NA	427.2853	2.5205
4631	"omnivores,herbivores"	"Sheep,Chimp,Rhino,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	849.7495	15.1601
4632	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	495.4426	8.9738
4633	herbivores	"Zebra,Sheep,Rhino,Gorilla"	Feces	NA	NA	NA	NA	NA	417.135	2.6428
4634	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	682.6365	12.3446
4635	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Coati,Rhino,Elephant,Hyena,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	513.3118	3.5649
4636	"omnivores,herbivores,carnivores,QC"	"Lion,Sheep,Chimp,Rhino,Wolf,QC,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	523.328	1.3894
4637	herbivores	"Sheep,Rhino,Gorilla"	Feces	NA	NA	NA	NA	NA	503.1694	1.2489
4638	"omnivores,herbivores,carnivores,QC"	"Sheep,Coati,QC,Hyena,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	628.502	7.0521
4639	herbivores	"Sheep,Rhino,Gorilla"	Feces	NA	NA	NA	NA	NA	547.0387	1.253
4640	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Coati,Donkey,Tiger,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	469.3325	2.4079
4641	herbivores	"Zebra,Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	461.2914	1.6575
4642	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	710.668	13.2679
4643	"herbivores,QC"	"Sheep,Rhino,QC"	Feces	NA	NA	NA	NA	NA	677.6201	8.2587
4644	herbivores	"Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	963.7034	12.862
4645	"omnivores,herbivores,Pellets"	"Sheep,Chimp,Coati,Rhino,Pellets,Capuchin,Goat,Bear,Mandrill"	"Feces,Food"	NA	NA	NA	NA	NA	791.6929	13.9177
4646	herbivores	"Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	663.5724	9.6702
4647	"omnivores,herbivores,QC"	"Sheep,QC,Goat,Gibbon"	Feces	NA	NA	NA	NA	NA	873.7394	13.8461
4648	"herbivores,carnivores"	"Sheep,Rhino,Wolf,Goat"	Feces	NA	NA	NA	NA	NA	767.6131	11.3535
4649	"omnivores,herbivores,Meat"	"Zebra,Sheep,Chimp,Rhino,Elephant,Goat,Mandrill,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	371.2958	5.0042
4650	herbivores	"Zebra,Sheep"	Feces	NA	NA	NA	NA	NA	501.2862	3.6416
4651	"omnivores,herbivores,carnivores,Fruit,Straw"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,Elephant,Hyena,Fruit,Leopard,Tiger,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	559.4729	11.6219
4652	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	375.2908	1.9911
4653	"omnivores,herbivores"	"Zebra,Sheep,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	469.3334	1.8107
4654	"omnivores,herbivores,Plants,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Capuchin,Lemur,Goat,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	415.3222	6.4842
4655	"omnivores,herbivores,Pellets"	"Sheep,Chimp,Coati,Rhino,Pellets,Capuchin,Bear,Mandrill"	"Feces,Food"	NA	NA	NA	NA	NA	819.7245	14.3944
4656	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	967.6361	10.7485
4657	"omnivores,herbivores"	"Sheep,Coati,Goat,Bear"	Feces	NA	NA	NA	NA	NA	633.3625	4.2065
4658	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	645.5621	11.9404
4659	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Coati,Rhino,Hyena,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	471.3482	1.942
4660	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	657.4386	6.6567
4661	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	761.5402	8.3535
4662	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	568.531	8.4085
4663	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	527.4474	10.8136
4664	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	779.598	9.5451
4665	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	836.7349	13.9865
4666	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Tiger,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	536.505	8.5574
4667	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Coati,Rhino,Elephant,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	613.3424	3.5623
4668	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	443.2806	2.3119
4669	herbivores	"Sheep,Elephant"	Feces	NA	NA	NA	NA	NA	409.2025	2.3322
4670	herbivores	"Zebra,Sheep,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	335.0928	1.3877
4671	"omnivores,herbivores,carnivores,Pellets"	"Zebra,Sheep,Chimp,Coati,Rhino,Elephant,Hyena,Pellets,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	429.374	7.338
4672	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	602.492	8.1288
4673	"omnivores,herbivores,QC"	"Zebra,Sheep,Rhino,QC,Elephant,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	721.614	12.7373
4674	"omnivores,herbivores,carnivores,Meat,QC"	"Lion,Sheep,Rhino,Wolf,QC,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	685.6097	12.3844
4675	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	443.2805	3.2447
4676	herbivores	Sheep	Feces	NA	NA	NA	NA	NA	633.3952	5.9018
4677	"omnivores,herbivores,carnivores,QC"	"Lion,Sheep,Coati,Donkey,QC,Bear"	Feces	NA	NA	NA	NA	NA	412.2344	1.9767
4678	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	630.5605	11.5017
4679	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	597.4159	6.3584
4680	"omnivores,herbivores,carnivores"	"Lion,Sheep,Coati,Wolf,Tiger,Goat,Bear,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	389.3072	3.7298
4681	"omnivores,herbivores"	"Sheep,Goat,Gibbon"	Feces	NA	NA	NA	NA	NA	639.3914	5.6716
4682	herbivores	"Zebra,Sheep,Goat"	Feces	NA	NA	NA	NA	NA	423.2906	4.7495
4683	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	630.5317	7.9614
4684	"omnivores,herbivores,QC"	"Sheep,Chimp,QC,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	365.3424	5.5864
4685	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	267.2332	4.1775
4686	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	1068.5218	2.9278
4687	herbivores	"Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	895.6405	11.3378
4688	herbivores	"Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	794.6311	11.3452
4689	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	779.5982	9.6065
4690	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	566.5144	8.0956
4691	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Tiger,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	582.5123	7.8925
4692	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	457.2603	2.2923
4693	"omnivores,herbivores,carnivores"	"Sheep,Chimp,Coati,Capuchin,Goat,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	403.2859	3.19
4694	"omnivores,herbivores,Pellets"	"Zebra,Sheep,Chimp,Coati,Rhino,Elephant,Pellets,Capuchin,Goat,Bear,Mandrill"	"Feces,Food"	NA	NA	NA	NA	NA	715.589	8.5637
4695	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Mandrill,Gibbon"	Feces	NA	NA	NA	NA	NA	626.4835	6.755
4696	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	185.154	2.148
4697	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Sheep,Rhino,QC,Elephant,Pellets,Goat,Mandrill,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	305.2489	4.0268
4698	"omnivores,herbivores"	"Sheep,Goat,Mandrill"	Feces	NA	NA	NA	NA	NA	668.6208	11.9143
4699	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Wolf,QC,Goat,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	479.3745	4.776
4700	"omnivores,herbivores,Pellets"	"Zebra,Sheep,Chimp,Elephant,Pellets,Bear,Mandrill,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	343.2643	4.2555
4701	"herbivores,QC"	"Sheep,QC,Goat"	Feces	NA	NA	NA	NA	NA	607.5315	8.7479
4702	"herbivores,QC"	"Zebra,Sheep,Rhino,QC,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	459.3483	4.3298
4703	"omnivores,herbivores,Straw,QC"	"Zebra,Straw,Sheep,Chimp,QC,Goat,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	640.4992	7.1698
4704	"omnivores,herbivores"	"Sheep,Chimp,Coati,Rhino,Elephant,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	473.2335	3.0173
4705	"omnivores,herbivores,carnivores"	"Sheep,Chimp,Rhino,Wolf,Hyena,Goat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	684.4861	6.5956
4706	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	789.4891	6.7683
4707	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	455.3288	4.7545
4708	"herbivores,QC"	"Sheep,QC,Goat"	Feces	NA	NA	NA	NA	NA	818.639	8.6964
4709	"herbivores,carnivores"	"Zebra,Sheep,Rhino,Donkey,Wolf,Leopard,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	521.312	0.8069
4710	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,Capuchin,Tiger,Goat,Bear,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	389.3068	3.6078
4711	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	630.5474	10.704
4712	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	629.5151	9.3525
4713	herbivores	"Sheep,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	447.3849	6.4318
4714	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	571.4161	8.123
4715	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	606.5033	10.7026
4716	"herbivores,carnivores"	"Zebra,Lion,Sheep,Rhino,Donkey,Wolf,Hyena,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	401.3064	2.4897
4717	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	642.3646	5.6901
4718	"omnivores,herbivores"	"Sheep,Chimp,Rhino,Elephant,Goat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	833.6587	12.4499
4719	"omnivores,herbivores"	"Zebra,Sheep,Rhino,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	454.3406	3.9434
4720	herbivores	"Sheep,Goat"	Feces	NA	NA	NA	NA	NA	605.5154	7.7782
4721	"omnivores,herbivores,Pellets"	"Zebra,Sheep,Rhino,Elephant,Pellets,Capuchin,Goat"	"Feces,Food"	NA	NA	NA	NA	NA	419.3536	5.1204
4722	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Pellets,Leopard,Tiger,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	594.5108	8.1618
4723	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,Wolf,QC,Lemur,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	505.3514	4.925
4724	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	522.4894	8.151
4725	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	633.5213	10.6975
4726	"omnivores,herbivores"	"Sheep,Chimp,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	487.3794	5.9766
4727	"omnivores,herbivores,carnivores,Fruit,Plants,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Sheep,Chimp,Coati,Wolf,QC,Fruit,Leopard,Tiger,Goat,Mandrill,Plants,CarnivorousCat,Gibbon,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	686.5866	11.994
4728	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	481.4265	7.5287
4729	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	283.2535	4.579
4730	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	500.9773	0.6251
4731	omnivores	Lemur	Feces	NA	NA	NA	NA	NA	1051.876	15.749
4732	"omnivores,herbivores,QC"	"Chimp,QC,Lemur,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	741.4351	4.7683
4733	omnivores	Lemur	Feces	NA	NA	NA	NA	NA	841.6781	13.8934
4734	"omnivores,herbivores"	"Chimp,Lemur,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	661.4507	4.949
4735	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	418.9743	0.6254
4736	"omnivores,herbivores,Pellets,Blank"	"Zebra,Blank,Chimp,Coati,Rhino,Donkey,Elephant,Pellets,Capuchin,Lemur,Bear,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	680.9573	0.6263
4737	"omnivores,herbivores,Plants,Straw"	"Zebra,Straw,Chimp,Rhino,Elephant,Lemur,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	388.2943	5.6374
4738	omnivores	"Lemur,Mandrill"	Feces	NA	NA	NA	NA	NA	755.4512	5.0359
4739	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	662.4775	7.6393
4740	"omnivores,Wash,herbivores,carnivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Capuchin,Wash,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon"	"Feces,Wash"	NA	NA	NA	NA	NA	383.3169	4.5472
4741	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	731.5313	8.4406
4742	omnivores	Lemur	Feces	NA	NA	NA	NA	NA	575.4169	5.7742
4743	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	762.536	9.4475
4744	omnivores	Lemur	Feces	NA	NA	NA	NA	NA	1011.8091	14.9746
4745	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,Rhino,Wolf,QC,Elephant,Tiger,Lemur,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	748.5213	8.9361
4746	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	521.3827	6.0752
4747	"omnivores,carnivores"	"Lion,Leopard,Capuchin,Tiger,Lemur"	Feces	NA	NA	NA	NA	NA	411.1851	0.6668
4748	"omnivores,herbivores,QC"	"Zebra,Chimp,Donkey,QC,Elephant,Lemur,Mandrill,Gibbon"	Feces	NA	NA	NA	NA	NA	633.4379	6.1059
4749	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Hyena,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	373.2596	0.7093
4750	omnivores	Lemur	Feces	NA	NA	NA	NA	NA	925.7723	15.0927
4751	"omnivores,herbivores,carnivores,QC"	"Lion,Sheep,Chimp,Wolf,QC,Elephant,Leopard,Tiger,Lemur,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	722.5061	8.967
4752	"omnivores,herbivores"	"Zebra,Chimp,Lemur,Gorilla"	Feces	NA	NA	NA	NA	NA	661.4512	4.8185
4753	"omnivores,herbivores"	"Sheep,Chimp,Lemur,Mandrill,Gibbon"	Feces	NA	NA	NA	NA	NA	647.4539	6.5349
4754	"omnivores,herbivores,carnivores"	"Zebra,Chimp,Rhino,Wolf,Lemur,Gibbon"	Feces	NA	NA	NA	NA	NA	439.2466	1.6794
4755	"omnivores,herbivores"	"Zebra,Lemur"	Feces	NA	NA	NA	NA	NA	317.2336	0.7226
