cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
589	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	834.7517	15.0279
590	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	898.7832	14.913
591	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	312.362	4.323
592	"Straw,Pellets,Meat,omnivores,Plants,Fruit,carnivores"	"Leopard,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Meat"	"Feces,Food"	NA	NA	NA	NA	377.2656	3.6281
593	"Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Leopard,Sheep,Pellets,Wolf,Coati,Tiger,Fruit,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	677.5097	7.5066
594	"Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	488.4329	7.8548
595	"Wash,Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	864.7982	15.523
596	"Straw,Pellets,Meat,omnivores,herbivores,Plants,Fruit,carnivores"	"Capuchin,Pellets,Coati,Tiger,Bear,Fruit,Plants,Straw,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	405.1982	3.4806
597	"omnivores,herbivores,Plants,carnivores"	"Goat,Leopard,Capuchin,Wolf,Coati,Tiger,Bear,Plants,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	303.2314	1.0291
598	"Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_(+)-.alpha.-Tocopherol_from_NIST14	0.00320435	0.888553	7.42813	431.3832	7.8449
599	"Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	429.3721	7.8525
600	"Straw,Pellets,Meat,omnivores,QC,Plants,Fruit"	"Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Plants,Straw,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	539.3185	2.9405
601	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	142.1099	0.5191
602	"Straw,Pellets,Meat,omnivores,Blank,QC,Plants,Fruit,carnivores"	"Hyena,Leopard,Pellets,Wolf,Coati,Tiger,Fruit,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	451.3521	1.8662
603	"Straw,Pellets,Meat,omnivores,Blank,QC,Plants,Fruit,carnivores"	"Hyena,Leopard,Pellets,Wolf,Coati,Tiger,Fruit,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	438.3569	1.8704
604	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	392.287	1.14
605	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	395.1961	0.6611
606	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	701.4075	11.11
607	"Straw,Pellets,Meat,Plants"	"Pellets,Plants,Straw,Meat"	Food	NA	NA	NA	NA	257.1467	0.5915
608	"Straw,Pellets,Meat,omnivores,QC,Plants,Fruit,carnivores"	"Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	520.3351	2.5514
609	"Straw,Pellets,Meat,omnivores,herbivores,Plants"	"Capuchin,Pellets,Bear,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,Zebra"	"Feces,Food"	NA	NA	NA	NA	156.042	0.6173
610	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	352.2089	0.9289
611	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	100.0755	0.5181
612	"Straw,Pellets,omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Capuchin,Pellets,Coati,Lemur,Bear,Elephant,Chimp,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	331.0805	0.7147
613	"Straw,Pellets,omnivores,herbivores,QC"	"Pellets,Bear,Elephant,Straw,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	527.1543	0.6879
614	"Straw,herbivores"	"Goat,Sheep,Straw,Zebra"	"Feces,Food"	NA	NA	NA	NA	213.0655	0.7716
615	"Straw,omnivores,herbivores,QC,carnivores"	"Rhino,Capuchin,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	206.0452	0.5636
616	"Straw,Pellets,omnivores,herbivores,QC,carnivores"	"Rhino,Sheep,Pellets,Coati,Tiger,Bear,Elephant,Straw,QC"	"Feces,Food"	NA	NA	NA	NA	515.2625	1.5732
617	"Straw,Pellets,Meat,omnivores,herbivores,Plants,Fruit,carnivores"	"Rhino,Leopard,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Zebra"	"Feces,Food"	Spectral_Match_to_1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine_from_NIST14	0.00128174	0.974448	2.45377	522.3553	3.0971
618	"Straw,omnivores,herbivores,carnivores"	"Sheep,Gibbon,Capuchin,Coati,Lion,Straw"	"Feces,Food"	NA	NA	NA	NA	395.3668	4.4116
619	"Straw,Pellets,Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Pellets,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Straw,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	310.3098	4.8449
620	"Straw,Pellets,Meat,omnivores,Plants,Fruit,carnivores"	"Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Plants,Lion,Straw,Meat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	542.3208	2.5549
621	"Straw,Pellets,omnivores,herbivores,Plants,carnivores"	"Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat"	"Feces,Food"	Spectral_Match_to_.alpha.-Linolenoyl_ethanolamide_from_NIST14	0.000579834	0.96508	1.7992	322.2734	2.7318
622	"Straw,omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	588.4978	8.3833
623	"Straw,Pellets,omnivores,herbivores,QC,carnivores"	"Rhino,Pellets,Coati,Tiger,Bear,Elephant,Straw,QC"	"Feces,Food"	NA	NA	NA	NA	510.3069	1.5769
624	"Straw,Pellets,Meat,omnivores,Blank,QC,Plants,Fruit,carnivores"	"Hyena,Leopard,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	203.1388	0.5742
625	"Straw,herbivores"	"Rhino,Elephant,Straw"	"Feces,Food"	NA	NA	NA	NA	838.6369	5.4398
626	"Straw,Pellets,Meat,omnivores,Blank,QC,Plants,Fruit"	"Capuchin,Pellets,Coati,Bear,Fruit,Plants,Straw,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	453.2579	1.2076
627	"Straw,herbivores,Plants"	"Rhino,Elephant,Plants,Straw"	"Feces,Food"	NA	NA	NA	NA	840.6537	6.8609
628	"Straw,Pellets,omnivores,herbivores,QC,Plants,Fruit"	"Rhino,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	599.4269	5.247
629	"Straw,Pellets,Meat,omnivores,Plants,Fruit,carnivores"	"Capuchin,Pellets,Bear,Fruit,Plants,Lion,Straw,Meat"	"Feces,Food"	NA	NA	NA	NA	518.3236	2.0577
630	"Straw,Pellets,Meat,omnivores,herbivores,Plants,Fruit,carnivores"	"Leopard,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Meat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	348.2739	0.8367
631	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	403.2319	3.0675
632	"Straw,omnivores,carnivores"	"Coati,Tiger,Straw"	"Feces,Food"	NA	NA	NA	NA	509.2754	1.0599
633	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	Spectral_Match_to_Linoleoyl_ethanolamide_from_NIST14	9.16E-05	0.967419	0.282318	324.2889	3.2353
634	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	351.2139	0.7539
635	"Straw,Pellets,Meat,omnivores,herbivores,Plants,carnivores"	"Leopard,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	341.2058	2.2049
636	"Straw,Pellets,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	670.6329	11.4558
637	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine_from_NIST14	0.000213623	0.806561	0.444763	480.3078	3.1464
638	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	293.2105	0.7699
639	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_6-Aminocaproic_acid_from_NIST14	0.000297546	0.945722	2.60797	114.0913	0.6891
640	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	117.0657	0.519
641	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	126.0934	0.5182
642	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	570.4257	0.5081
643	"Straw,Pellets,Meat,omnivores,Blank,Plants,Fruit,carnivores"	"Leopard,Pellets,Wolf,Tiger,Fruit,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	321.2567	1.8711
644	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	171.1378	4.0087
645	"omnivores,Plants"	"Chimp,Plants"	"Feces,Food"	NA	NA	NA	NA	400.3781	4.4418
646	"omnivores,herbivores,Plants"	"Chimp,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	372.3465	3.6415
647	"Straw,Pellets,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	425.2866	4.006
648	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	HYPOXANTHINE	0.00430298	0.857006	31.3971	137.0457	0.5709
649	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	1195.8175	9.8234
650	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	158.1538	0.638
651	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	681.4823	11.0087
652	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	102.0912	0.5577
653	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Goat,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	473.2398	1.869
654	"Straw,Meat,omnivores,herbivores,QC,Plants,Fruit"	"Goat,Sheep,Gibbon,Coati,Bear,Fruit,Elephant,Plants,Straw,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	412.3889	3.494
655	"Pellets,omnivores,herbivores,Plants,Fruit"	"Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Chimp,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	752.5049	7.0862
656	"Straw,Pellets,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	534.4869	7.765
657	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	481.2611	0.594
658	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	328.3204	4.3504
659	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	787.6668	10.7177
660	"Straw,Meat,omnivores,Blank,QC,Plants,Fruit"	"Gibbon,Capuchin,Fruit,Mandrill,Plants,Straw,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	174.0385	0.58
661	"Straw,Pellets,Meat,omnivores,herbivores,Plants,Fruit"	"Rhino,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	740.5209	5.7849
662	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Hyena,Leopard,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	311.2324	1.9345
663	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	716.5206	6.1514
664	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	270.2787	3.5086
665	"Straw,Pellets,Meat,omnivores,QC,Plants,Fruit"	"Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Plants,Straw,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	534.363	2.9433
666	"Straw,Pellets,Meat,omnivores,herbivores,Plants"	"Rhino,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	762.5022	5.7866
667	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	680.4831	4.52
668	"Straw,Pellets,Meat,omnivores,herbivores,Plants"	"Sheep,Pellets,Coati,Bear,Elephant,Mandrill,Plants,Straw,Meat"	"Feces,Food"	NA	NA	NA	NA	368.3517	3.9457
669	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	520.508	8.7874
670	"Straw,Pellets,Meat,Plants"	"Pellets,Plants,Straw,Meat"	Food	NA	NA	NA	NA	358.2694	0.6486
671	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	452.3939	4.0665
672	"Wash,Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Wash,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	760.4828	6.1413
